978,Departamento de Río Segundo,3642,11
981,Departamento de San Alberto,3642,11
990,Departamento de San Javier,3642,11
991,Departamento de San Justo,3642,11
1016,Departamento de Sobremonte,3642,11
1022,Departamento de Totoral,3642,11
1024,Departamento de Tulumba,3642,11
1029,Departamento de Unión,3642,11
1037,Despeñaderos,3642,11
1038,Devoto,3642,11
1049,El Arañado,3642,11
1063,El Tío,3642,11
1064,Elena,3642,11
1066,Embalse,3642,11
1073,Etruria,3642,11
1096,General Baldissera,3642,11
1097,General Cabrera,3642,11
1106,General Levalle,3642,11
1111,General Roca,3642,11
1129,Guatimozín,3642,11
1136,Hernando,3642,11
1143,Huanchillas,3642,11
1144,Huerta Grande,3642,11
1146,Huinca Renancó,3642,11
1150,Idiazábal,3642,11
1156,Inriville,3642,11
1159,Isla Verde,3642,11
1160,Italó,3642,11
1165,James Craik,3642,11
1167,Jesús María,3642,11
1173,Justiniano Posse,3642,11
1178,La Calera,3642,11
1179,La Carlota,3642,11
1180,La Cesira,3642,11
1185,La Cumbre,3642,11
1188,La Falda,3642,11
1189,La Francia,3642,11
1190,La Granja,3642,11
1194,La Para,3642,11
1196,La Playosa,3642,11
1204,Laborde,3642,11
1205,Laboulaye,3642,11
1207,Laguna Larga,3642,11
1215,Las Acequias,3642,11
1221,Las Higueras,3642,11
1222,Las Junturas,3642,11
1228,Las Perdices,3642,11
1232,Las Varas,3642,11
1233,Las Varillas,3642,11
1234,Leones,3642,11
1246,Los Cocos,3642,11
1248,Los Cóndores,3642,11
1254,Los Surgentes,3642,11
1266,Malagueño,3642,11
1267,Malvinas Argentinas,3642,11
1269,Marcos Juárez,3642,11
1273,Marull,3642,11
1274,Mattaldi,3642,11
1277,Mendiolaza,3642,11
1282,Mina Clavero,3642,11
1283,Miramar,3642,11
1286,Monte Buey,3642,11
1288,Monte Cristo,3642,11
1289,Monte Maíz,3642,11
1292,Morrison,3642,11
1293,Morteros,3642,11
1299,Noetinger,3642,11
1305,Obispo Trejo,3642,11
1306,Oliva,3642,11
1307,Oncativo,3642,11
1308,Ordóñez,3642,11
1321,Pascanas,3642,11
1322,Pasco,3642,11
1333,Pilar,3642,11
1335,Piquillín,3642,11
1341,Porteña,3642,11
1343,Pozo del Molle,3642,11
1368,Quilino,3642,11
1388,Río Ceballos,3642,11
1390,Río Cuarto,3642,11
1395,Río Segundo,3642,11
1396,Río Tercero,3642,11
1398,Sacanta,3642,11
1400,Saldán,3642,11
1401,Salsacate,3642,11
1402,Salsipuedes,3642,11
1404,Sampacho,3642,11
1406,San Agustín,3642,11
1410,San Antonio de Litín,3642,11
1412,San Basilio,3642,11
1415,San Carlos,3642,11
1422,San Francisco,3642,11
1424,San Francisco del Chañar,3642,11
1432,San José de la Dormida,3642,11
1457,Santa Eufemia,3642,11
1462,Santa Magdalena,3642,11
1467,Santa Rosa de Calamuchita,3642,11
1468,Santa Rosa de Río Primero,3642,11
1472,Santiago Temple,3642,11
1479,Saturnino M. Laspiur,3642,11
1481,Sebastián Elcano,3642,11
1484,Serrano,3642,11
1485,Serrezuela,3642,11
1497,Tancacha,3642,11
1502,Ticino,3642,11
1517,Tío Pujio,3642,11
1507,Toledo,3642,11
1519,Ucacha,3642,11
1521,Unquillo,3642,11
1526,Valle Hermoso,3642,11
1532,Viamonte,3642,11
1535,Vicuña Mackenna,3642,11
1537,Villa Allende,3642,11
1538,Villa Ascasubi,3642,11
1541,Villa Berna,3642,11
1544,Villa Carlos Paz,3642,11
1546,Villa Concepción del Tío,3642,11
1548,Villa Cura Brochero,3642,11
1581,Villa de Soto,3642,11
1582,Villa del Dique,3642,11
1583,Villa del Rosario,3642,11
1585,Villa del Totoral,3642,11
1549,Villa Dolores,3642,11
1552,Villa General Belgrano,3642,11
1556,Villa Giardino,3642,11
1558,Villa Huidobro,3642,11
1560,Villa Las Rosas,3642,11
1563,Villa María,3642,11
1567,Villa Nueva,3642,11
1573,Villa Reducción,3642,11
1575,Villa Rumipal,3642,11
1578,Villa Tulumba,3642,11
1580,Villa Valeria,3642,11
1591,Wenceslao Escalante,3642,11
658,Alvear,3638,11
696,Berón de Astrada,3638,11
